strategy,symbol,timeframe,mode,rr_cap,trade_count,resolved_count,wins,losses,win_rate,tp1_count,tp2_count,sl_count,net_r,profit_factor,expectancy,average_r,average_winning_r,average_losing_r,max_drawdown_r,max_consecutive_wins,max_consecutive_losses,outlier_dependency
Classic,XAUUSD,M5,Cap_2.5,,911,911,176,735,0.19319429198682767,161,15,735,-350.6634350247766,0.5229068911227528,-0.38492144349591284,-0.38492144349591284,2.183730482813768,-1.0,352.37869581574995,4,44,High R-Multiple Sensitivity
Classic,XAUUSD,M5,Cap_2.0,,911,911,176,735,0.19319429198682767,161,15,735,-400.76169406649393,0.4547459944673552,-0.43991404398078365,-0.43991404398078365,1.8990812837131021,-1.0,401.76169406649393,4,44,High R-Multiple Sensitivity
Classic,XAUUSD,M15,Baseline,,284,284,56,228,0.19718309859154928,54,2,228,-51.64751715562319,0.7734758019490211,-0.1818574547733211,-0.1818574547733211,3.1491514793638715,-1.0,76.93800750449975,3,20,N/A (baseline non-positive)
Classic,XAUUSD,M15,Cap_5.0,,284,284,56,228,0.19718309859154928,54,2,228,-77.70248026669276,0.659199647953102,-0.27360028262919983,-0.27360028262919983,2.6838842809519146,-1.0,80.25908802677596,3,20,N/A (baseline non-positive)
Classic,XAUUSD,M15,Cap_4.0,,284,284,56,228,0.19718309859154928,54,2,228,-85.18283555851575,0.6263910721117733,-0.2999395618257597,-0.2999395618257597,2.550306507883647,-1.0,87.73944331859894,3,20,N/A (baseline non-positive)
Classic,XAUUSD,M15,Cap_3.0,,284,284,56,228,0.19718309859154928,54,2,228,-97.93450515156104,0.5704626967036797,-0.3448398068716938,-0.3448398068716938,2.3225981222935523,-1.0,100.49111291164424,3,20,N/A (baseline non-positive)
Classic,XAUUSD,M15,Cap_2.5,,284,284,56,228,0.19718309859154928,54,2,228,-107.23933707834182,0.52965203035815,-0.37760329957162614,-0.37760329957162614,2.156440409315324,-1.0,109.73933707834182,3,20,N/A (baseline non-positive)
Classic,XAUUSD,M15,Cap_2.0,,284,284,56,228,0.19718309859154928,54,2,228,-121.97673830043695,0.465014305699838,-0.4294955573959047,-0.4294955573959047,1.8932725303493405,-1.0,123.97673830043695,3,20,N/A (baseline non-positive)
Classic,XAUUSD,M30,Baseline,,131,131,16,115,0.12213740458015267,15,1,115,-76.57883147427586,0.33409711761499244,-0.58457123262806,-0.58457123262806,2.4013230328577584,-1.0,76.57883147427586,2,24,N/A (baseline non-positive)
Classic,XAUUSD,M30,Cap_5.0,,131,131,16,115,0.12213740458015267,15,1,115,-78.27736782238428,0.3193272363270932,-0.5975371589494983,-0.5975371589494983,2.295164511100982,-1.0,78.27736782238428,2,24,N/A (baseline non-positive)
Classic,XAUUSD,M30,Cap_4.0,,131,131,16,115,0.12213740458015267,15,1,115,-80.27736782238428,0.3019359319792671,-0.6128043345220174,-0.6128043345220174,2.170164511100982,-1.0,80.27736782238428,2,24,N/A (baseline non-positive)
Classic,XAUUSD,M30,Cap_3.0,,131,131,16,115,0.12213740458015267,15,1,115,-82.27736782238428,0.284544627631441,-0.6280715100945364,-0.6280715100945364,2.045164511100982,-1.0,82.27736782238428,2,24,N/A (baseline non-positive)
Classic,XAUUSD,M30,Cap_2.5,,131,131,16,115,0.12213740458015267,15,1,115,-83.51503394904663,0.273782313486551,-0.6375193431224934,-0.6375193431224934,1.9678103781845855,-1.0,83.51503394904663,2,24,N/A (baseline non-positive)
Classic,XAUUSD,M30,Cap_2.0,,131,131,16,115,0.12213740458015267,15,1,115,-85.81324811513821,0.25379784247705894,-0.6550629627109786,-0.6550629627109786,1.8241719928038613,-1.0,85.81324811513821,2,24,N/A (baseline non-positive)
Classic,XAUUSD,H1,Baseline,,63,63,10,53,0.15873015873015872,7,3,53,-6.286601581196784,0.881384875826476,-0.09978732668566324,-0.09978732668566324,4.671339841880322,-1.0,21.114412130927256,2,14,N/A (baseline non-positive)
Classic,XAUUSD,H1,Cap_5.0,,63,63,10,53,0.15873015873015872,7,3,53,-17.715546876911915,0.6657443985488318,-0.28119915677637963,-0.28119915677637963,3.5284453123088086,-1.0,25.493150599780815,2,14,N/A (baseline non-positive)
Classic,XAUUSD,H1,Cap_4.0,,63,63,10,53,0.15873015873015872,7,3,53,-21.715546876911915,0.5902727004356242,-0.3446912202684431,-0.3446912202684431,3.1284453123088087,-1.0,27.493150599780815,2,14,N/A (baseline non-positive)
Classic,XAUUSD,H1,Cap_3.0,,63,63,10,53,0.15873015873015872,7,3,53,-26.488772953313614,0.5002118310695545,-0.4204567135446605,-0.4204567135446605,2.6511227046686385,-1.0,29.493150599780815,2,14,N/A (baseline non-positive)
Classic,XAUUSD,H1,Cap_2.5,,63,63,10,53,0.15873015873015872,7,3,53,-29.841787755621215,0.4369474008373356,-0.4736791707241463,-0.4736791707241463,2.315821224437878,-1.0,32.34616540208842,2,14,N/A (baseline non-positive)
Classic,XAUUSD,H1,Cap_2.0,,63,63,10,53,0.15873015873015872,7,3,53,-33.34616540208842,0.3708270678851242,-0.5293042127315621,-0.5293042127315621,1.9653834597911581,-1.0,35.34616540208842,2,14,N/A (baseline non-positive)
Classic,XAUUSD,H4,Baseline,,50,50,6,44,0.12,5,1,44,-22.050667438750693,0.49884846730112054,-0.44101334877501386,-0.44101334877501386,3.658222093541551,-1.0,23.588394563196545,2,17,N/A (baseline non-positive)
Classic,XAUUSD,H4,Cap_5.0,,50,50,6,44,0.12,5,1,44,-26.32791766008453,0.4016382349980789,-0.5265583532016906,-0.5265583532016906,2.9453470566525786,-1.0,26.32791766008453,2,17,N/A (baseline non-positive)
Classic,XAUUSD,H4,Cap_4.0,,50,50,6,44,0.12,5,1,44,-28.002885329737566,0.36357078796050984,-0.5600577065947513,-0.5600577065947513,2.666185778377072,-1.0,28.002885329737566,2,17,N/A (baseline non-positive)
Classic,XAUUSD,H4,Cap_3.0,,50,50,6,44,0.12,5,1,44,-30.002885329737566,0.31811624250596443,-0.6000577065947513,-0.6000577065947513,2.332852445043739,-1.0,30.002885329737566,2,17,N/A (baseline non-positive)
Classic,XAUUSD,H4,Cap_2.5,,50,50,6,44,0.12,5,1,44,-31.002885329737566,0.29538896977869167,-0.6200577065947513,-0.6200577065947513,2.166185778377072,-1.0,31.002885329737566,2,17,N/A (baseline non-positive)
Classic,XAUUSD,H4,Cap_2.0,,50,50,6,44,0.12,5,1,44,-32.36233199504333,0.2644924546581062,-0.6472466399008665,-0.6472466399008665,1.9396113341594454,-1.0,32.36233199504333,2,17,N/A (baseline non-positive)
Classic,GBPUSD,M1,Baseline,,1111,1111,227,884,0.20432043204320433,196,31,884,640.8153761937153,1.724904271712347,0.5767915177261164,0.5767915177261164,6.717248353276278,-1.0,102.47092663565923,5,21,High R-Multiple Sensitivity
Classic,GBPUSD,M1,Cap_5.0,,1111,1111,227,884,0.20432043204320433,196,31,884,-197.06312091418795,0.7770779175178869,-0.1773745462773969,-0.1773745462773969,3.026153652360405,-1.0,216.61619940815157,5,21,High R-Multiple Sensitivity
Classic,GBPUSD,M1,Cap_4.0,,1111,1111,227,884,0.20432043204320433,196,31,884,-255.74629818528445,0.7106942328220764,-0.23019468783553956,-0.23019468783553956,2.7676374529282617,-1.0,265.8984684180698,5,21,High R-Multiple Sensitivity
Classic,GBPUSD,M1,Cap_3.0,,1111,1111,227,884,0.20432043204320433,196,31,884,-332.78650055162893,0.6235446826339038,-0.29953780427689375,-0.29953780427689375,2.4282533015346743,-1.0,340.7433680253923,5,21,High R-Multiple Sensitivity
Classic,GBPUSD,M1,Cap_2.5,,1111,1111,227,884,0.20432043204320433,196,31,884,-384.0809405443175,0.5655192980267901,-0.3457074172316089,-0.3457074172316089,2.202286605531641,-1.0,391.5203247513432,5,21,High R-Multiple Sensitivity
Classic,GBPUSD,M1,Cap_2.0,,1111,1111,227,884,0.20432043204320433,196,31,884,-449.6410303575814,0.4913563005004735,-0.40471739906172943,-0.40471739906172943,1.9134756371912718,-1.0,456.0804145646071,5,21,High R-Multiple Sensitivity
Classic,GBPUSD,M5,Baseline,,935,935,172,763,0.1839572192513369,154,18,763,23.024208653123445,1.0301758960067153,0.02462482208890208,0.02462482208890208,4.569908189843741,-1.0,93.95949979381282,5,45,High R-Multiple Sensitivity
Classic,GBPUSD,M5,Cap_5.0,,935,935,172,763,0.1839572192513369,154,18,763,-251.13879064004152,0.6708534853996834,-0.26859763704817274,-0.26859763704817274,2.975937263720689,-1.0,277.102195072824,5,45,High R-Multiple Sensitivity
Classic,GBPUSD,M5,Cap_4.0,,935,935,172,763,0.1839572192513369,154,18,763,-288.2335961486976,0.6222364401720868,-0.30827122582748406,-0.30827122582748406,2.7602697898331536,-1.0,312.1029759824654,5,45,High R-Multiple Sensitivity
Classic,GBPUSD,M5,Cap_3.0,,935,935,172,763,0.1839572192513369,154,18,763,-342.54999736638246,0.5510484962432731,-0.36636363354693313,-0.36636363354693313,2.4444767594977765,-1.0,362.9048383662848,5,45,High R-Multiple Sensitivity
Classic,GBPUSD,M5,Cap_2.5,,935,935,172,763,0.1839572192513369,154,18,763,-382.020340397038,0.4993180335556514,-0.4085779041679551,-0.4085779041679551,2.2149980209474545,-1.0,399.31537636187386,5,45,High R-Multiple Sensitivity
Classic,GBPUSD,M5,Cap_2.0,,935,935,172,763,0.1839572192513369,154,18,763,-433.7810047707692,0.43147967919951613,-0.46393690349814887,-0.46393690349814887,1.914063925751342,-1.0,447.57604073560503,5,45,High R-Multiple Sensitivity
Classic,GBPUSD,M15,Baseline,,255,255,43,212,0.16862745098039217,39,4,212,55.44460715880149,1.261531165843403,0.21742983199529994,0.21742983199529994,6.219642026948872,-1.0,60.03620969746046,2,28,High R-Multiple Sensitivity
Classic,GBPUSD,M15,Cap_5.0,,255,255,43,212,0.16862745098039217,39,4,212,-83.82622528371655,0.6045932769636012,-0.328730295230261,-0.328730295230261,2.980785458518219,-1.0,83.82622528371655,2,28,High R-Multiple Sensitivity
Classic,GBPUSD,M15,Cap_4.0,,255,255,43,212,0.16862745098039217,39,4,212,-93.237842456614,0.5601988563367264,-0.36563859786907454,-0.36563859786907454,2.76191064054386,-1.0,93.237842456614,2,28,High R-Multiple Sensitivity
Classic,GBPUSD,M15,Cap_3.0,,255,255,43,212,0.16862745098039217,39,4,212,-105.72448420115516,0.50129960282474,-0.4146058203966869,-0.4146058203966869,2.4715236232289497,-1.0,105.72448420115516,2,28,High R-Multiple Sensitivity
Classic,GBPUSD,M15,Cap_2.5,,255,255,43,212,0.16862745098039217,39,4,212,-114.56904609950413,0.45957997122875416,-0.44929037686080053,-0.44929037686080053,2.265836137220834,-1.0,114.56904609950413,2,28,High R-Multiple Sensitivity
Classic,GBPUSD,M15,Cap_2.0,,255,255,43,212,0.16862745098039217,39,4,212,-128.3619352838354,0.39451917318945556,-0.503380138367982,-0.503380138367982,1.9450712724689438,-1.0,128.3619352838354,2,28,High R-Multiple Sensitivity
Classic,GBPUSD,M30,Baseline,,141,141,30,111,0.2127659574468085,29,1,111,54.14380967031771,1.4877820691019612,0.38399865014409723,0.38399865014409723,5.504793655677256,-1.0,29.643649676131105,5,15,High R-Multiple Sensitivity
Classic,GBPUSD,M30,Cap_5.0,,141,141,30,111,0.2127659574468085,29,1,111,-23.12743841511622,0.791644698962917,-0.16402438592281007,-0.16402438592281007,2.9290853861627926,-1.0,33.84052964200525,5,15,High R-Multiple Sensitivity
Classic,GBPUSD,M30,Cap_4.0,,141,141,30,111,0.2127659574468085,29,1,111,-29.00135928029132,0.7387264929703485,-0.20568339915100228,-0.20568339915100228,2.7332880239902893,-1.0,34.84052964200525,5,15,High R-Multiple Sensitivity
Classic,GBPUSD,M30,Cap_3.0,,141,141,30,111,0.2127659574468085,29,1,111,-37.4119439973025,0.6629554594837613,-0.26533293615108156,-0.26533293615108156,2.4529352000899167,-1.0,41.08668225950482,5,15,High R-Multiple Sensitivity
Classic,GBPUSD,M30,Cap_2.5,,141,141,30,111,0.2127659574468085,29,1,111,-44.407082675250194,0.5999361921148632,-0.3149438487606397,-0.3149438487606397,2.2197639108249936,-1.0,47.60850447479857,5,15,High R-Multiple Sensitivity
Classic,GBPUSD,M30,Cap_2.0,,141,141,30,111,0.2127659574468085,29,1,111,-53.722179458317584,0.5160164012764181,-0.381008364952607,-0.381008364952607,1.9092606847227471,-1.0,56.92360125786596,5,15,High R-Multiple Sensitivity
Classic,GBPUSD,H1,Baseline,,106,105,17,88,0.1619047619047619,14,3,88,-36.6043104287799,0.584041926945683,-0.34861248027409425,-0.34861248027409425,3.023275857130594,-1.0,40.263318219150484,2,16,N/A (baseline non-positive)
Classic,GBPUSD,H1,Cap_5.0,,106,105,17,88,0.1619047619047619,14,3,88,-36.864983262869565,0.5810797356492096,-0.35109507869399587,-0.35109507869399587,3.007942161007673,-1.0,40.52399105324015,2,16,N/A (baseline non-positive)
Classic,GBPUSD,H1,Cap_4.0,,106,105,17,88,0.1619047619047619,14,3,88,-39.75804735746158,0.5482040073015729,-0.37864807007106266,-0.37864807007106266,2.837761920149319,-1.0,43.29330469401923,2,16,N/A (baseline non-positive)
Classic,GBPUSD,H1,Cap_3.0,,106,105,17,88,0.1619047619047619,14,3,88,-44.94302249350681,0.48928383530105896,-0.4280287856524458,-0.4280287856524458,2.5327633827348937,-1.0,47.293304694019234,2,16,N/A (baseline non-positive)
Classic,GBPUSD,H1,Cap_2.5,,106,105,17,88,0.1619047619047619,14,3,88,-49.38723932645965,0.43878137129023126,-0.4703546602519967,-0.4703546602519967,2.2713388631494325,-1.0,51.237521526972074,2,16,N/A (baseline non-positive)
Classic,GBPUSD,H1,Cap_2.0,,106,105,17,88,0.1619047619047619,14,3,88,-54.80744641428531,0.377188108928576,-0.5219756801360506,-0.5219756801360506,1.952503152100864,-1.0,55.717590917140974,2,16,N/A (baseline non-positive)
Classic,GBPUSD,H4,Baseline,,54,54,9,45,0.16666666666666666,8,1,45,-15.53026672423552,0.654882961683655,-0.2875975319302874,-0.2875975319302874,3.274414808418275,-1.0,18.818151982006267,4,17,N/A (baseline non-positive)
Classic,GBPUSD,H4,Cap_5.0,,54,54,9,45,0.16666666666666666,8,1,45,-17.712114742229254,0.6063974501726832,-0.3280021248560973,-0.3280021248560973,3.031987250863416,-1.0,21.0,4,17,N/A (baseline non-positive)
Classic,GBPUSD,H4,Cap_4.0,,54,54,9,45,0.16666666666666666,8,1,45,-18.767232222981594,0.5829503950448534,-0.3475413374626221,-0.3475413374626221,2.914751975224267,-1.0,22.0,4,17,N/A (baseline non-positive)
Classic,GBPUSD,H4,Cap_3.0,,54,54,9,45,0.16666666666666666,8,1,45,-22.423131819895975,0.5017081817800894,-0.4152431818499255,-0.4152431818499255,2.508540908900447,-1.0,24.087920041003965,4,17,N/A (baseline non-positive)
Classic,GBPUSD,H4,Cap_2.5,,54,54,9,45,0.16666666666666666,8,1,45,-24.923131819895975,0.44615262622453383,-0.46153947814622176,-0.46153947814622176,2.230763131122669,-1.0,26.587920041003965,4,17,N/A (baseline non-positive)
Classic,GBPUSD,H4,Cap_2.0,,54,54,9,45,0.16666666666666666,8,1,45,-27.743725204731383,0.3834727732281914,-0.5137726889765071,-0.5137726889765071,1.917363866140957,-1.0,29.408513425839374,4,17,N/A (baseline non-positive)
Classic,NZDUSD,M1,Baseline,,1087,1087,208,879,0.19135234590616376,178,30,879,189.30786443660378,1.2153673088015957,0.17415626903091425,0.17415626903091425,5.136095502099056,-1.0,75.12356298441512,4,35,High R-Multiple Sensitivity
Classic,NZDUSD,M1,Cap_5.0,,1087,1087,208,879,0.19135234590616376,178,30,879,-244.02380230470345,0.7223847527819071,-0.22449291840359104,-0.22449291840359104,3.0527701812273866,-1.0,246.76053542723176,4,35,High R-Multiple Sensitivity
Classic,NZDUSD,M1,Cap_4.0,,1087,1087,208,879,0.19135234590616376,178,30,879,-294.1992781246723,0.6653023001994628,-0.27065250977430755,-0.27065250977430755,2.8115419320929216,-1.0,296.67812192003026,4,35,High R-Multiple Sensitivity
Classic,NZDUSD,M1,Cap_3.0,,1087,1087,208,879,0.19135234590616376,178,30,879,-362.3398836802939,0.587781702297732,-0.3333393594114939,-0.3333393594114939,2.483942866921664,-1.0,363.8187274756519,4,35,High R-Multiple Sensitivity
Classic,NZDUSD,M1,Cap_2.5,,1087,1087,208,879,0.19135234590616376,178,30,879,-411.50026865650614,0.5318540743384459,-0.37856510455980324,-0.37856510455980324,2.2475948622283357,-1.0,412.9791124518641,4,35,High R-Multiple Sensitivity
Classic,NZDUSD,M1,Cap_2.0,,1087,1087,208,879,0.19135234590616376,178,30,879,-478.4156862681169,0.45572731937643124,-0.44012482637361255,-0.44012482637361255,1.9258861237109763,-1.0,479.7815501962416,4,35,High R-Multiple Sensitivity
Classic,NZDUSD,M5,Baseline,,922,922,148,774,0.16052060737527116,132,16,774,-29.88968830074502,0.9613828316527837,-0.03241831702900762,-0.03241831702900762,5.027772376346317,-1.0,111.76779719756622,4,40,N/A (baseline non-positive)
Classic,NZDUSD,M5,Cap_5.0,,922,922,148,774,0.16052060737527116,132,16,774,-325.56774614351826,0.5793698370238783,-0.3531103537348354,-0.3531103537348354,3.0299476611924434,-1.0,325.56774614351826,4,40,N/A (baseline non-positive)
Classic,NZDUSD,M5,Cap_4.0,,922,922,148,774,0.16052060737527116,132,16,774,-361.972673342561,0.5323350473610324,-0.3925950903932332,-0.3925950903932332,2.783968423361073,-1.0,361.972673342561,4,40,N/A (baseline non-positive)
Classic,NZDUSD,M5,Cap_3.0,,922,922,148,774,0.16052060737527116,132,16,774,-412.88979821781805,0.46655064829739257,-0.44781973776336015,-0.44781973776336015,2.4399337958255525,-1.0,412.88979821781805,4,40,N/A (baseline non-positive)
Classic,NZDUSD,M5,Cap_2.5,,922,922,148,774,0.16052060737527116,132,16,774,-447.3790330238781,0.4219909134058421,-0.48522671694563785,-0.48522671694563785,2.206898425514336,-1.0,447.3790330238781,4,40,N/A (baseline non-positive)
Classic,NZDUSD,M5,Cap_2.0,,922,922,148,774,0.16052060737527116,132,16,774,-489.3658536455001,0.3677443751350126,-0.5307655679452279,-0.5307655679452279,1.9232036915844577,-1.0,489.3658536455001,4,40,N/A (baseline non-positive)
Classic,NZDUSD,M15,Baseline,,322,322,46,276,0.14285714285714285,43,3,276,-93.77073122984376,0.6602509738049139,-0.2912134510243595,-0.2912134510243595,3.961505842829484,-1.0,121.24745732865495,2,22,N/A (baseline non-positive)
Classic,NZDUSD,M15,Cap_5.0,,322,322,46,276,0.14285714285714285,43,3,276,-144.31380457939596,0.4771238964514639,-0.44817951732731665,-0.44817951732731665,2.862743378708783,-1.0,145.1223910616106,2,22,N/A (baseline non-positive)
Classic,NZDUSD,M15,Cap_4.0,,322,322,46,276,0.14285714285714285,43,3,276,-153.3272137891919,0.4444666167058266,-0.4761714713950059,-0.4761714713950059,2.6667997002349595,-1.0,154.13580027140654,2,22,N/A (baseline non-positive)
Classic,NZDUSD,M15,Cap_3.0,,322,322,46,276,0.14285714285714285,43,3,276,-166.17023777451078,0.3979339211068452,-0.5160566390512757,-0.5160566390512757,2.3876035266410707,-1.0,166.97882425672543,2,22,N/A (baseline non-positive)
Classic,NZDUSD,M15,Cap_2.5,,322,322,46,276,0.14285714285714285,43,3,276,-175.29021452649204,0.36489052707792735,-0.5443795482189193,-0.5443795482189193,2.189343162467564,-1.0,175.7000644399443,2,22,N/A (baseline non-positive)
Classic,NZDUSD,M15,Cap_2.0,,322,322,46,276,0.14285714285714285,43,3,276,-188.29028823298262,0.317788810750063,-0.5847524479285174,-0.5847524479285174,1.9067328645003778,-1.0,188.29028823298262,2,22,N/A (baseline non-positive)
Classic,NZDUSD,M30,Baseline,,162,162,37,125,0.22839506172839505,34,3,125,21.47682904431519,1.1718146323545215,0.13257301879206906,0.13257301879206906,3.958833217413924,-1.0,28.58991341790878,4,14,High R-Multiple Sensitivity
Classic,NZDUSD,M30,Cap_5.0,,162,162,37,125,0.22839506172839505,34,3,125,-15.924825688508669,0.8726013944919305,-0.0983013931389424,-0.0983013931389424,2.94797768409436,-1.0,40.385233960311965,4,14,High R-Multiple Sensitivity
Classic,NZDUSD,M30,Cap_4.0,,162,162,37,125,0.22839506172839505,34,3,125,-22.620725319317156,0.8190341974454627,-0.13963410690936517,-0.13963410690936517,2.7670074238022386,-1.0,42.94083892690838,4,14,High R-Multiple Sensitivity
Classic,NZDUSD,M30,Cap_3.0,,162,162,37,125,0.22839506172839505,34,3,125,-32.6307170531832,0.7389542635745344,-0.20142417934063703,-0.20142417934063703,2.4964671066707242,-1.0,47.37431968262076,4,14,High R-Multiple Sensitivity
Classic,NZDUSD,M30,Cap_2.5,,162,162,37,125,0.22839506172839505,34,3,125,-42.268599626533785,0.6618512029877296,-0.2609172816452703,-0.2609172816452703,2.235983793877465,-1.0,51.71031867173513,4,14,High R-Multiple Sensitivity
Classic,NZDUSD,M30,Cap_2.0,,162,162,37,125,0.22839506172839505,34,3,125,-53.935737890983695,0.5685140968721305,-0.3329366536480475,-0.3329366536480475,1.9206557326761164,-1.0,57.040407222313284,4,14,High R-Multiple Sensitivity
Classic,NZDUSD,H1,Baseline,,74,74,18,56,0.24324324324324326,15,3,56,11.680416123969305,1.2085788593565947,0.15784346113472034,0.15784346113472034,3.760023117998295,-1.0,10.0,3,10,High R-Multiple Sensitivity
Classic,NZDUSD,H1,Cap_5.0,,74,74,18,56,0.24324324324324326,15,3,56,-4.557308511357397,0.9186194908686183,-0.06158525015347834,-0.06158525015347834,2.8579273049245892,-1.0,11.860273893982072,3,10,High R-Multiple Sensitivity
Classic,NZDUSD,H1,Cap_4.0,,74,74,18,56,0.24324324324324326,15,3,56,-8.997412327704506,0.8393319227195627,-0.12158665307708792,-0.12158665307708792,2.611254870683083,-1.0,13.065931189325468,3,10,High R-Multiple Sensitivity
Classic,NZDUSD,H1,Cap_3.0,,74,74,18,56,0.24324324324324326,15,3,56,-14.997412327704502,0.7321890655767055,-0.20266773415816894,-0.20266773415816894,2.2779215373497497,-1.0,17.065931189325465,3,10,High R-Multiple Sensitivity
Classic,NZDUSD,H1,Cap_2.5,,74,74,18,56,0.24324324324324326,15,3,56,-18.274328662826218,0.6736727024495319,-0.24695038733548944,-0.24695038733548944,2.0958706298429877,-1.0,19.332853695580447,3,10,High R-Multiple Sensitivity
Classic,NZDUSD,H1,Cap_2.0,,74,74,18,56,0.24324324324324326,15,3,56,-22.675491260171167,0.5950805132112291,-0.30642555756988066,-0.30642555756988066,1.8513615966571573,-1.0,22.675491260171167,3,10,High R-Multiple Sensitivity
Classic,NZDUSD,H4,Baseline,,44,44,6,38,0.13636363636363635,5,1,38,-15.778182672974154,0.5847846665006802,-0.3585950607494126,-0.3585950607494126,3.7036362211709744,-1.0,20.85875652063404,1,20,N/A (baseline non-positive)
Classic,NZDUSD,H4,Cap_5.0,,44,44,6,38,0.13636363636363635,5,1,38,-20.09090598372823,0.47129194779662553,-0.45661149963018705,-0.45661149963018705,2.9848490027119614,-1.0,24.000949851587073,1,20,N/A (baseline non-positive)
Classic,NZDUSD,H4,Cap_4.0,,44,44,6,38,0.13636363636363635,5,1,38,-22.09090598372823,0.4186603688492571,-0.5020660450847325,-0.5020660450847325,2.6515156693786284,-1.0,25.000949851587073,1,20,N/A (baseline non-positive)
Classic,NZDUSD,H4,Cap_3.0,,44,44,6,38,0.13636363636363635,5,1,38,-24.09090598372823,0.36602878990188864,-0.5475205905392779,-0.5475205905392779,2.318182336045295,-1.0,26.000949851587073,1,20,N/A (baseline non-positive)
Classic,NZDUSD,H4,Cap_2.5,,44,44,6,38,0.13636363636363635,5,1,38,-25.50094985158707,0.328922372326656,-0.5795670420815243,-0.5795670420815243,2.083175024735488,-1.0,27.00094985158707,1,20,N/A (baseline non-positive)
Classic,NZDUSD,H4,Cap_2.0,,44,44,6,38,0.13636363636363635,5,1,38,-27.00094985158707,0.2894486881161297,-0.6136579511724334,-0.6136579511724334,1.833175024735488,-1.0,28.00094985158707,1,20,N/A (baseline non-positive)
SMC,EURUSD,M1,Baseline,,541,541,150,391,0.27726432532347506,137,13,391,99.19960151216199,1.2537074207472176,0.18336340390418113,0.18336340390418113,3.267997343414413,-1.0,49.07866917126517,14,24,High R-Multiple Sensitivity
SMC,EURUSD,M1,Cap_5.0,,541,541,150,391,0.27726432532347506,137,13,391,31.088843641422496,1.079511109057347,0.05746551504884011,0.05746551504884011,2.81392562427615,-1.0,52.75426701116433,14,24,High R-Multiple Sensitivity
SMC,EURUSD,M1,Cap_4.0,,541,541,150,391,0.27726432532347506,137,13,391,6.137373857703024,1.0156966083317218,0.01134449881275975,0.01134449881275975,2.6475824923846867,-1.0,58.79959247782997,14,24,High R-Multiple Sensitivity
SMC,EURUSD,M1,Cap_3.0,,541,541,150,391,0.27726432532347506,137,13,391,-33.82563458889884,0.9134894256038397,-0.06252427835286292,-0.06252427835286292,2.381162436074008,-1.0,78.85824893321336,14,24,High R-Multiple Sensitivity
SMC,EURUSD,M1,Cap_2.5,,541,541,150,391,0.27726432532347506,137,13,391,-65.38645558470085,0.832771213338361,-0.12086220995323634,-0.12086220995323634,2.1707569627686607,-1.0,94.33379083139022,14,24,High R-Multiple Sensitivity
SMC,EURUSD,M1,Cap_2.0,,541,541,150,391,0.27726432532347506,137,13,391,-107.22227928282729,0.7257742217830504,-0.19819275283332216,-0.19819275283332216,1.8918514714478183,-1.0,122.80569194489927,14,24,High R-Multiple Sensitivity
SMC,EURUSD,M5,Baseline,,635,635,119,516,0.18740157480314962,114,5,516,-123.12734003886631,0.7613811239556856,-0.19390132289585246,-0.19390132289585246,3.3014509240431407,-1.0,201.55334266169405,10,195,N/A (baseline non-positive)
SMC,EURUSD,M5,Cap_5.0,,635,635,119,516,0.18740157480314962,114,5,516,-169.0562136189427,0.672371679033057,-0.2662302576676263,-0.2662302576676263,2.9154940032021623,-1.0,220.18377031001194,10,195,N/A (baseline non-positive)
SMC,EURUSD,M5,Cap_4.0,,635,635,119,516,0.18740157480314962,114,5,516,-194.68831710656403,0.622697059871,-0.30659577497096696,-0.30659577497096696,2.7000981755750924,-1.0,234.9294896704213,10,195,N/A (baseline non-positive)
SMC,EURUSD,M5,Cap_3.0,,635,635,119,516,0.18740157480314962,114,5,516,-229.89609150171432,0.554464938950166,-0.36204108897907766,-0.36204108897907766,2.404234525195678,-1.0,255.99766261637447,10,195,N/A (baseline non-positive)
SMC,EURUSD,M5,Cap_2.5,,635,635,119,516,0.18740157480314962,114,5,516,-254.70186033570133,0.5063917435354629,-0.4011052918672462,-0.4011052918672462,2.1957826862546113,-1.0,277.8034314503615,10,195,N/A (baseline non-positive)
SMC,EURUSD,M5,Cap_2.0,,635,635,119,516,0.18740157480314962,114,5,516,-287.9578972044262,0.4419420596813446,-0.45347700347153735,-0.45347700347153735,1.9163201915594432,-1.0,307.51643963417024,10,195,N/A (baseline non-positive)
SMC,EURUSD,M15,Baseline,,386,386,68,318,0.17616580310880828,68,0,318,-163.79876776332108,0.4849095353354684,-0.4243491392832152,-0.4243491392832152,2.2676651799511602,-1.0,247.49338004426187,39,168,N/A (baseline non-positive)
SMC,EURUSD,M15,Cap_5.0,,386,386,68,318,0.17616580310880828,68,0,318,-187.96781537740742,0.408906240951549,-0.48696325227307624,-0.48696325227307624,1.9122380091557727,-1.0,247.49338004426187,39,168,N/A (baseline non-positive)
SMC,EURUSD,M15,Cap_4.0,,386,386,68,318,0.17616580310880828,68,0,318,-190.96781537740742,0.399472278687398,-0.4947352729984648,-0.4947352729984648,1.8681203620969493,-1.0,247.49338004426187,39,168,N/A (baseline non-positive)
SMC,EURUSD,M15,Cap_3.0,,386,386,68,318,0.17616580310880828,68,0,318,-194.72426301142318,0.3876595502785433,-0.5044670026202673,-0.5044670026202673,1.8128784851261288,-1.0,247.49338004426187,39,168,N/A (baseline non-positive)
