strategy,symbol,timeframe,trade_count,wins,losses,unresolved,win_rate,net_r,profit_factor,mean_winning_r,median_winning_r,p90_winning_r,p95_winning_r,p99_winning_r,max_winning_r,gross_share_gt5r,gross_share_gt10r,gross_share_gt20r,gross_share_gt50r
SweepDisplacement,GBPUSD,M1,451,92,359,0,0.2039911308203991,-69.98374571848944,0.8050592041267703,3.141481024799028,2.2541448334217526,5.798233833517689,6.627900382220503,13.076072260150733,15.768664426999013,0.4024875053820358,0.09980316421599632,0.0,0.0
SweepDisplacement,GBPUSD,M15,86,19,67,0,0.22093023255813954,16.490426715010088,1.2461257718658223,4.39423298500053,2.7507683233665383,8.174116749747,8.376108086700896,19.704917427963235,19.704917427963235,0.6396215587522487,0.23601409410955426,0.0,0.0
SweepDisplacement,GBPUSD,M30,49,8,41,0,0.16326530612244897,-21.1320973368189,0.4845829917849048,2.4834878328976373,2.287515698041685,2.79253289288016,3.7970182592481847,3.7970182592481847,3.7970182592481847,0.0,0.0,0.0,0.0
SweepDisplacement,GBPUSD,M5,313,65,248,0,0.20766773162939298,-54.65301130286409,0.7796249544239351,2.9745690568790137,2.21141487498557,5.290865469842065,9.085496630261638,10.90102583643075,11.560371177092566,0.302755088682987,0.11617143439822315,0.0,0.0
SweepDisplacement,NZDUSD,H1,37,6,31,0,0.16216216216216217,-11.992430171036492,0.6131474138375325,3.167928304827251,1.990210847906025,5.6440934663040805,6.1027123385467466,6.1027123385467466,6.1027123385467466,0.6180067157744271,0.0,0.0,0.0
SweepDisplacement,NZDUSD,H4,4,0,4,0,0.0,-4.0,0.0,,,,,,,0.0,0.0,0.0,0.0
SweepDisplacement,NZDUSD,M1,454,117,337,0,0.2577092511013216,-8.537545318201921,0.9746660376314483,2.8073714075367366,2.3639586592846937,4.078483898810646,5.933063365112819,9.992763368997817,15.950050087095356,0.226832685356691,0.04855973600558748,0.0,0.0
SweepDisplacement,NZDUSD,M15,104,20,84,0,0.19230769230769232,-42.774323018312714,0.49078186882961056,2.0612838490843646,1.8225084059480348,3.1311109272224122,3.1635137782649796,4.314373038765802,4.314373038765802,0.0,0.0,0.0,0.0
SweepDisplacement,NZDUSD,M30,39,17,22,0,0.4358974358974359,84.0704040551074,4.821382002504882,6.239435532653377,2.107793141059494,5.9770550373051945,7.510247010220484,56.30002146312755,56.30002146312755,0.7118431686206469,0.5307797397837539,0.5307797397837539,0.5307797397837539
SweepDisplacement,NZDUSD,M5,385,76,309,0,0.1974025974025974,-110.46664348970714,0.6425027718779704,2.6122810067143796,2.0608142106536524,4.340352789585546,4.584687627030477,8.834879144233035,11.169885348921012,0.13497259758320893,0.05626200828545361,0.0,0.0
SweepDisplacement,XAUUSD,H1,19,4,15,0,0.21052631578947367,-6.405787262213215,0.5729475158524523,2.1485531844466963,2.03280453787463,3.0096548625042123,3.0096548625042123,3.0096548625042123,3.0096548625042123,0.0,0.0,0.0,0.0
SweepDisplacement,XAUUSD,H4,3,0,3,0,0.0,-3.0,0.0,,,,,,,0.0,0.0,0.0,0.0
SweepDisplacement,XAUUSD,M1,400,76,324,0,0.19,-115.34221427349661,0.6440055115015537,2.745497180611887,2.0012144385385233,4.708108661594502,6.163424873969213,11.269290726054516,15.95050980219474,0.25423372327660876,0.1304518804964575,0.0,0.0
SweepDisplacement,XAUUSD,M15,92,14,78,0,0.15217391304347827,-42.045419902766284,0.46095615509273996,2.568184292659551,2.1058117853785,3.5365920007995424,3.5365920007995424,7.180653145905028,7.180653145905028,0.19971456005009763,0.0,0.0,0.0
SweepDisplacement,XAUUSD,M30,42,7,35,0,0.16666666666666666,-13.620628124572008,0.6108391964407998,3.0541959822039986,2.43949599996868,4.351344736896642,5.092351306099817,5.092351306099817,5.092351306099817,0.23818994008671612,0.0,0.0,0.0
SweepDisplacement,XAUUSD,M5,313,54,259,0,0.17252396166134185,-108.39759032383392,0.5814764852361625,2.7889335125215937,1.9587318223199763,5.748153250935236,7.081505342036886,8.244352506430404,12.294967964542245,0.31298900983727385,0.08163858726417186,0.0,0.0
